source,utm_source,utm_medium,utm_campaign,utm_term,utm_content,pageviews,device,country,region,city,program_interest,years_experience,current_role,salary_range,intent_text,avg_response_time_minutes,typical_objection,contacted_y,meeting_y,enrolled_y,lost_reason,lead_score,propensity_contact,propensity_meeting,propensity_enroll,expected_gmv_inr,expected_ltv_inr,cost_per_lead_inr,roi_expected,priority_bucket,time_to_first_touch_target_minutes
paid_search,paid_search,social,fsd_career_switch,full+stack+developer,video,3,desktop,IN,MH,Mumbai,Data Analytics,2,student,3–6L,Interested if EMI available and recorded sessions,18,fees_high,0,0,0,no_response,56,0.836,0.54,0.151,11920,13203,1571,7.59,B,17
paid_social,paid_social,email,fsd_career_switch,devops+training,carousel,5,mobile,AE,DXB,Dubai,Machine Learning,3,working_professional,<3L,Comparing programs; need scholarship info,80,time_commitment,1,1,1,,49,0.745,0.327,0.091,97589,107938,1136,85.91,C,228
direct,direct,referral,fsd_career_switch,devops+training,v1,8,mobile,IN,TN,Chennai,Data Science,5,working_professional,10–15L,New to field; need beginner-friendly curriculum,10,need_more_info,1,1,0,research_only,65,0.936,0.767,0.409,51197,58722,14,3656.93,B,45
organic_search,organic_search,organic,python_fundamentals,full+stack+developer,longform,4,mobile,IN,TN,Coimbatore,Data Science,3,working_professional,15L+,Interested if EMI available and recorded sessions,30,schedule_conflict,0,0,0,no_response,57,0.882,0.538,0.193,26990,31230,98,275.41,B,48
email,email,referral,ds_bootcamp_q3,cybersecurity+program,video,5,desktop,IN,TS,Hyderabad,Data Analytics,1,working_professional,<3L,Already coding; want advanced projects,54,time_commitment,1,1,0,timing,50,0.742,0.325,0.093,9909,11633,651,15.22,C,184
paid_social,paid_social,email,ds_bootcamp_q3,python+course,v1,4,mobile,AE,DXB,Dubai,Cloud & DevOps,0,working_professional,<3L,Want a job-ready course with placement support,54,not_ready,0,0,0,no_response,40,0.51,0.158,0.025,2184,2840,1108,1.97,C,117
affiliate,affiliate,social,data_analytics_fasttrack,cybersecurity+program,text,4,mobile,IN,RJ,Jaipur,Data Analytics,1,student,3–6L,Prefer weekend classes; working full-time,57,fees_high,1,1,0,budget,57,0.88,0.536,0.182,19800,22643,981,20.18,B,39
email,email,referral,cyber_jumpstart,devops+training,v2,3,tablet,UK,SCT,Edinburgh,Cloud & DevOps,4,working_professional,6–10L,New to field; need beginner-friendly curriculum,34,time_commitment,0,0,0,no_response,34,0.316,0.049,0.01,1271,1671,434,2.93,C,161
paid_social,paid_social,organic,data_analytics_fasttrack,python+course,carousel,2,tablet,AE,DXB,Dubai,Full-Stack Development,7,student,10–15L,Comparing programs; need scholarship info,44,time_commitment,1,0,0,timing,36,0.413,0.112,0.024,2243,2641,1680,1.34,C,82
email,email,email,data_analytics_fasttrack,python+course,text,4,mobile,IN,TS,Hyderabad,Data Analytics,0,unemployed,NA,Prefer weekend classes; working full-time,85,not_interested,1,0,0,research_only,41,0.524,0.154,0.01,994,1226,233,4.27,C,206
paid_search,paid_search,cpc,cyber_jumpstart,devops+training,v2,4,mobile,US,CA,San Francisco,Python,7,student,15L+,Comparing programs; need scholarship info,39,compare_options,1,1,0,competitor,62,0.899,0.702,0.3,9005,11032,2418,3.72,B,15
paid_social,paid_social,email,ds_bootcamp_q3,cybersecurity+program,v2,2,mobile,IN,KA,Bengaluru,Cloud & DevOps,0,student,15L+,Prefer weekend classes; working full-time,80,time_commitment,0,0,0,no_response,42,0.55,0.137,0.016,1752,1975,1396,1.26,C,123
organic_search,organic_search,email,fsd_career_switch,python+course,video,8,mobile,IN,TN,Chennai,Python,3,working_professional,3–6L,Interested if EMI available and recorded sessions,30,schedule_conflict,1,1,1,,62,0.893,0.69,0.292,42384,53864,72,588.67,B,53
paid_search,paid_search,referral,python_fundamentals,machine+learning+bootcamp,carousel,4,mobile,IN,RJ,Jaipur,Cloud & DevOps,8,unemployed,6–10L,Already coding; want advanced projects,44,fees_high,1,1,1,,61,0.936,0.706,0.25,125970,158543,1720,73.24,B,44
paid_search,paid_search,cpm,python_fundamentals,machine+learning+bootcamp,video,6,mobile,IN,TN,Chennai,Cloud & DevOps,1,working_professional,10–15L,Prefer weekend classes; working full-time,39,compare_options,1,1,0,competitor,66,0.958,0.814,0.426,35805,48157,1554,23.04,B,46
influencer,influencer,organic,cyber_jumpstart,data+science+course,carousel,4,mobile,IN,GJ,Ahmedabad,Data Analytics,4,unemployed,<3L,Interested if EMI available and recorded sessions,18,need_more_info,0,0,0,no_response,54,0.841,0.487,0.101,10321,11934,1699,6.07,C,202
organic_search,organic_search,social,data_analytics_fasttrack,data+analytics+certificate,longform,3,mobile,AE,DXB,Dubai,Full-Stack Development,4,working_professional,NA,Comparing programs; need scholarship info,36,compare_options,1,1,0,competitor,49,0.702,0.308,0.066,5772,6957,31,186.19,C,163
email,email,social,cyber_jumpstart,data+analytics+certificate,longform,4,tablet,IN,MH,Mumbai,Python,0,student,10–15L,Looking to switch career in 3–6 months,82,time_commitment,1,0,0,timing,39,0.444,0.131,0.024,905,1132,416,2.18,C,115
organic_search,organic_search,organic,data_analytics_fasttrack,machine+learning+bootcamp,v2,6,mobile,IN,WB,Kolkata,Cloud & DevOps,9,working_professional,10–15L,Looking to switch career in 3–6 months,33,schedule_conflict,1,0,0,timing,57,0.854,0.538,0.144,17833,20758,66,270.2,B,44
email,email,organic,cloud_devops_kickoff,full+stack+developer,text,5,mobile,SG,SG,Singapore,Data Science,5,working_professional,15L+,Prefer weekend classes; working full-time,81,not_interested,1,1,0,research_only,48,0.734,0.301,0.026,3498,4491,360,9.72,C,120
email,email,referral,ds_bootcamp_q3,full+stack+developer,video,4,desktop,IN,WB,Kolkata,Python,3,working_professional,3–6L,Looking to switch career in 3–6 months,95,not_interested,0,0,0,no_response,49,0.702,0.324,0.042,1724,1986,706,2.44,C,127
paid_social,paid_social,cpm,python_fundamentals,cybersecurity+program,video,1,mobile,IN,DL,Delhi,Full-Stack Development,0,student,3–6L,Comparing programs; need scholarship info,53,time_commitment,1,0,0,timing,41,0.547,0.143,0.033,2683,3054,1138,2.36,C,157
organic_search,organic_search,referral,ds_bootcamp_q3,data+science+course,v2,6,mobile,AE,DXB,Dubai,Python,4,working_professional,3–6L,Prefer weekend classes; working full-time,42,schedule_conflict,1,1,0,timing,55,0.817,0.475,0.133,7445,9489,106,70.24,B,41
direct,direct,cpc,ml_advanced,full+stack+developer,carousel,4,desktop,IN,KA,Mysuru,Data Science,7,student,15L+,Looking to switch career in 3–6 months,11,schedule_conflict,1,1,1,,70,0.973,0.886,0.572,92940,115800,0,inf,B,18
direct,direct,social,ds_bootcamp_q3,cybersecurity+program,video,5,mobile,IN,DL,Delhi,Python,0,working_professional,<3L,Looking to switch career in 3–6 months,16,need_more_info,1,1,0,research_only,48,0.72,0.322,0.051,1253,1664,28,44.75,C,67
paid_social,paid_social,cpm,ds_bootcamp_q3,devops+training,v1,5,desktop,IN,TN,Coimbatore,Machine Learning,1,unemployed,10–15L,Comparing programs; need scholarship info,56,not_ready,1,1,0,timing,57,0.859,0.556,0.149,17239,22816,1408,12.24,B,28
email,email,email,ml_advanced,data+analytics+certificate,carousel,1,mobile,SG,SG,Singapore,Machine Learning,1,student,6–10L,Interested if EMI available and recorded sessions,52,not_interested,0,0,0,no_response,34,0.367,0.062,0.01,1489,1671,558,2.67,C,177
influencer,influencer,email,python_fundamentals,full+stack+developer,carousel,5,desktop,SG,SG,Singapore,Full-Stack Development,3,working_professional,3–6L,Looking to switch career in 3–6 months,41,authenticity,1,1,1,,63,0.906,0.711,0.302,129206,164362,2276,56.77,B,48
referral,referral,referral,data_analytics_fasttrack,devops+training,longform,3,tablet,IN,GJ,Ahmedabad,Python,4,working_professional,10–15L,New to field; need beginner-friendly curriculum,20,fees_high,1,0,0,budget,58,0.903,0.607,0.21,4204,4934,0,inf,B,22
affiliate,affiliate,organic,ds_bootcamp_q3,python+course,video,3,desktop,IN,RJ,Jaipur,Data Analytics,1,working_professional,6–10L,Prefer weekend classes; working full-time,60,compare_options,1,1,0,competitor,57,0.845,0.592,0.148,12302,14965,1395,8.82,B,47
paid_social,paid_social,referral,fsd_career_switch,machine+learning+bootcamp,v1,4,desktop,US,WA,Seattle,Full-Stack Development,0,student,<3L,Looking to switch career in 3–6 months,61,time_commitment,1,0,0,timing,47,0.677,0.248,0.047,4238,4894,1222,3.47,C,75
paid_search,paid_search,cpc,ds_bootcamp_q3,data+science+course,v1,7,desktop,IN,MH,Mumbai,Cybersecurity,6,freelancer,NA,Prefer weekend classes; working full-time,22,need_more_info,1,1,1,,74,0.968,0.911,0.698,132678,167393,2499,53.09,B,26
influencer,influencer,organic,ds_bootcamp_q3,data+analytics+certificate,v1,1,desktop,IN,TN,Coimbatore,Data Analytics,5,working_professional,15L+,Already coding; want advanced projects,55,need_more_info,1,0,0,research_only,47,0.699,0.247,0.073,7483,9818,1466,5.1,C,178
organic_search,organic_search,organic,data_analytics_fasttrack,full+stack+developer,text,2,mobile,IN,TS,Hyderabad,Full-Stack Development,5,working_professional,3–6L,Already coding; want advanced projects,11,schedule_conflict,1,0,0,timing,51,0.759,0.364,0.08,6045,7890,195,31.0,C,182
affiliate,affiliate,cpc,fsd_career_switch,full+stack+developer,carousel,3,desktop,IN,TS,Hyderabad,Full-Stack Development,8,working_professional,15L+,Want a job-ready course with placement support,58,compare_options,1,0,0,competitor,56,0.85,0.523,0.178,14779,18226,856,17.27,B,34
paid_search,paid_search,cpc,cloud_devops_kickoff,machine+learning+bootcamp,v1,4,mobile,IN,TS,Hyderabad,Cybersecurity,6,working_professional,15L+,Looking to switch career in 3–6 months,25,need_more_info,1,0,0,research_only,56,0.869,0.545,0.163,17524,22872,1389,12.62,B,27
organic_search,organic_search,email,ds_bootcamp_q3,machine+learning+bootcamp,v2,3,mobile,SG,SG,Singapore,Data Analytics,1,working_professional,6–10L,New to field; need beginner-friendly curriculum,24,schedule_conflict,1,1,1,,53,0.801,0.428,0.095,65926,82259,114,578.3,C,127
email,email,cpc,fsd_career_switch,devops+training,carousel,3,mobile,IN,KA,Mysuru,Cloud & DevOps,3,working_professional,10–15L,Already coding; want advanced projects,83,time_commitment,1,0,0,timing,49,0.719,0.313,0.082,8081,10457,679,11.9,C,83
paid_social,paid_social,social,ml_advanced,machine+learning+bootcamp,longform,3,desktop,US,WA,Seattle,Python,8,working_professional,<3L,New to field; need beginner-friendly curriculum,23,need_more_info,1,1,0,research_only,46,0.648,0.255,0.033,1663,1871,1612,1.03,C,174
paid_social,paid_social,email,data_analytics_fasttrack,data+science+course,longform,5,desktop,IN,GJ,Vadodara,Data Science,0,working_professional,<3L,Want a job-ready course with placement support,59,need_more_info,1,1,0,research_only,55,0.832,0.479,0.147,21717,26686,1719,12.63,B,17
paid_search,paid_search,organic,cyber_jumpstart,devops+training,v1,8,mobile,US,WA,Seattle,Cloud & DevOps,1,working_professional,15L+,Comparing programs; need scholarship info,16,fees_high,1,1,1,,62,0.946,0.724,0.327,99088,131252,1717,57.71,B,25
email,email,organic,cloud_devops_kickoff,data+science+course,v2,5,mobile,UK,SCT,Edinburgh,Cybersecurity,1,working_professional,NA,Prefer weekend classes; working full-time,118,not_interested,1,1,0,research_only,51,0.744,0.399,0.054,5929,7157,343,17.29,C,145
paid_search,paid_search,cpc,cloud_devops_kickoff,full+stack+developer,text,6,desktop,IN,TS,Hyderabad,Data Analytics,6,working_professional,15L+,Want a job-ready course with placement support,26,compare_options,1,1,1,,67,0.973,0.843,0.435,86475,95955,2403,35.99,B,25
paid_social,paid_social,cpm,cloud_devops_kickoff,cybersecurity+program,carousel,4,mobile,IN,TN,Chennai,Cloud & DevOps,5,working_professional,NA,Already coding; want advanced projects,35,time_commitment,1,1,1,,52,0.793,0.431,0.074,108585,129001,1597,67.99,C,119
paid_social,paid_social,organic,cloud_devops_kickoff,machine+learning+bootcamp,v2,3,mobile,IN,TN,Coimbatore,Data Science,3,working_professional,15L+,Prefer weekend classes; working full-time,48,not_ready,1,1,1,,49,0.731,0.341,0.039,140568,155113,1098,128.02,C,177
organic_search,organic_search,cpm,cyber_jumpstart,data+science+course,v2,7,mobile,IN,KA,Mysuru,Cloud & DevOps,2,working_professional,NA,Prefer weekend classes; working full-time,12,schedule_conflict,0,0,0,no_response,59,0.904,0.629,0.211,28664,37384,31,924.65,B,41
affiliate,affiliate,cpc,data_analytics_fasttrack,machine+learning+bootcamp,v1,4,mobile,SG,SG,Singapore,Cloud & DevOps,1,unemployed,15L+,New to field; need beginner-friendly curriculum,24,compare_options,1,1,0,competitor,42,0.557,0.145,0.035,2995,3547,907,3.3,C,170
direct,direct,cpm,fsd_career_switch,devops+training,carousel,7,mobile,US,NY,New York,Cybersecurity,2,student,6–10L,Prefer weekend classes; working full-time,24,schedule_conflict,1,1,0,timing,66,0.956,0.778,0.413,47487,54803,41,1158.22,B,49
paid_search,paid_search,cpc,python_fundamentals,machine+learning+bootcamp,v2,7,mobile,IN,DL,Delhi,Cybersecurity,3,working_professional,15L+,Comparing programs; need scholarship info,20,fees_high,1,1,0,budget,62,0.9,0.722,0.316,35273,45228,1772,19.91,B,37
paid_social,paid_social,cpm,cyber_jumpstart,machine+learning+bootcamp,longform,5,mobile,IN,WB,Kolkata,Cloud & DevOps,0,working_professional,<3L,Looking to switch career in 3–6 months,69,not_ready,0,0,0,no_response,48,0.707,0.32,0.081,6932,7730,1479,4.69,C,90
paid_search,paid_search,email,python_fundamentals,data+science+course,text,7,mobile,US,NY,New York,Data Analytics,6,freelancer,6–10L,New to field; need beginner-friendly curriculum,22,fees_high,1,1,0,budget,67,0.951,0.843,0.45,52473,63646,1220,43.01,B,29
email,email,email,data_analytics_fasttrack,full+stack+developer,text,2,mobile,IN,TN,Coimbatore,Cybersecurity,3,working_professional,3–6L,Already coding; want advanced projects,31,time_commitment,1,1,0,timing,48,0.68,0.297,0.027,2379,3027,428,5.56,C,114
organic_search,organic_search,cpc,cyber_jumpstart,cybersecurity+program,video,7,mobile,IN,TN,Chennai,Full-Stack Development,7,working_professional,3–6L,Looking to switch career in 3–6 months,38,schedule_conflict,1,0,0,timing,60,0.924,0.632,0.237,29425,37644,62,474.6,B,53
organic_search,organic_search,email,data_analytics_fasttrack,data+science+course,text,7,mobile,US,NY,New York,Data Science,2,student,6–10L,Want a job-ready course with placement support,23,schedule_conflict,1,1,0,timing,63,0.949,0.757,0.318,44104,55659,190,232.13,B,44
paid_search,paid_search,referral,cloud_devops_kickoff,machine+learning+bootcamp,longform,3,mobile,IN,MH,Mumbai,Full-Stack Development,5,working_professional,3–6L,Comparing programs; need scholarship info,37,compare_options,1,1,0,competitor,63,0.943,0.751,0.331,27444,34135,1481,18.53,B,30
paid_search,paid_search,organic,cloud_devops_kickoff,data+science+course,carousel,10,mobile,AE,AUH,Abu Dhabi,Data Analytics,0,student,<3L,Want a job-ready course with placement support,28,compare_options,1,1,1,,69,0.95,0.839,0.559,87079,99590,1562,55.75,B,41
organic_search,organic_search,referral,data_analytics_fasttrack,cybersecurity+program,carousel,5,mobile,IN,RJ,Jaipur,Data Science,2,working_professional,6–10L,New to field; need beginner-friendly curriculum,14,schedule_conflict,0,0,0,no_response,65,0.946,0.757,0.365,32721,38598,12,2726.75,B,55
paid_social,paid_social,email,ds_bootcamp_q3,machine+learning+bootcamp,v1,5,tablet,IN,GJ,Ahmedabad,Machine Learning,3,unemployed,3–6L,Already coding; want advanced projects,52,not_ready,1,1,0,timing,53,0.814,0.41,0.108,17200,21331,1166,14.75,C,187
influencer,influencer,email,python_fundamentals,machine+learning+bootcamp,longform,4,mobile,IN,KA,Mysuru,Machine Learning,2,student,3–6L,Prefer weekend classes; working full-time,27,need_more_info,0,0,0,no_response,54,0.8,0.46,0.134,18941,22902,2209,8.57,C,210
paid_social,paid_social,cpc,python_fundamentals,devops+training,v1,1,mobile,IN,GJ,Ahmedabad,Cybersecurity,6,working_professional,NA,Prefer weekend classes; working full-time,60,not_ready,0,0,0,no_response,48,0.694,0.297,0.063,7766,10484,1132,6.86,C,89
paid_social,paid_social,social,fsd_career_switch,cybersecurity+program,v1,5,mobile,IN,RJ,Jaipur,Cybersecurity,4,freelancer,<3L,Already coding; want advanced projects,77,not_ready,0,0,0,no_response,58,0.911,0.57,0.217,18423,21853,1624,11.34,B,17
direct,direct,cpc,python_fundamentals,full+stack+developer,longform,5,mobile,IN,GJ,Ahmedabad,Data Analytics,3,freelancer,6–10L,Prefer weekend classes; working full-time,7,schedule_conflict,1,0,0,timing,63,0.914,0.752,0.324,34044,43392,64,531.94,B,47
organic_search,organic_search,social,cloud_devops_kickoff,full+stack+developer,v2,3,mobile,IN,GJ,Ahmedabad,Data Analytics,4,unemployed,15L+,New to field; need beginner-friendly curriculum,27,schedule_conflict,1,0,0,timing,56,0.826,0.528,0.165,16377,20119,194,84.42,B,17
direct,direct,referral,data_analytics_fasttrack,python+course,v2,6,mobile,IN,RJ,Jaipur,Data Science,4,student,15L+,Prefer weekend classes; working full-time,21,need_more_info,1,0,0,research_only,59,0.885,0.614,0.218,23339,31507,13,1795.31,B,44
paid_social,paid_social,organic,cyber_jumpstart,machine+learning+bootcamp,v1,2,desktop,IN,DL,Delhi,Full-Stack Development,5,working_professional,10–15L,Want a job-ready course with placement support,38,not_ready,1,1,0,timing,43,0.566,0.193,0.051,4843,5805,804,6.02,C,142
paid_social,paid_social,social,python_fundamentals,devops+training,v2,3,desktop,US,CA,Los Angeles,Full-Stack Development,0,unemployed,6–10L,Want a job-ready course with placement support,53,time_commitment,1,0,0,timing,45,0.662,0.248,0.057,5293,6301,1143,4.63,C,237
paid_social,paid_social,cpc,python_fundamentals,devops+training,video,5,desktop,AE,AUH,Abu Dhabi,Cybersecurity,3,working_professional,3–6L,Interested if EMI available and recorded sessions,60,need_more_info,0,0,0,no_response,42,0.559,0.163,0.029,3091,4083,1627,1.9,C,169
